TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
Non Hom,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.053,104.196
Sadiang,6701,Mueang Phetchabun,67,Phetchabun,16.396,101.164
Dong Suea Lueang,6603,Pho Prathap Chang,66,Phichit,16.27,100.182
Khuan Kha Nun,9303,Khao Chaison,93,Phatthalung,7.491,100.095
Ban Na,9003,Chana,90,Songkhla,6.901,100.742
Nong Kung Sawan,4403,Kosum Phisai,44,Maha Sarakham,16.194,102.975
Chon Noi,1602,Phatthana Nikhom,16,Lop Buri,14.795,100.985
Nong Khaen,4503,Pathum Rat,45,Roi Et,15.688,103.374
Wang Yang,6205,Khlong Khlung,62,Kamphaeng Phet,16.204,99.774
Lan Dokmai Tok,6211,Kosamphi Nakhon,62,Kamphaeng Phet,16.581,99.429
Hang Hong,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.22,104.122
Nong Muang,4406,Borabue,44,Maha Sarakham,15.961,103.212
Nikhom Songkhro,4101,Mueang Udon Thani,41,Udon Thani,17.365,102.688
Um Chan,4125,Prachaksinlapakhom,41,Udon Thani,17.234,103.062
Wang I Thok,6504,Bang Rakam,65,Phitsanulok,16.665,100.164
Chai Nam,6508,Wang Thong,65,Phitsanulok,16.839,100.467
Phiman,4807,Na Kae,48,Nakhon Phanom,16.909,104.54
Khlong Hok,1302,khlong Luang,13,Pathum Thani,14.117,100.733
Nong Kung Yai,4009,Kranuan,40,Khon Kaen,16.646,103.086
Khai Nun,4614,Huai Phueng,46,Kalasin,16.612,103.933
Phru Nai,8202,Ko Yao,82,Phang-nga,7.961,98.59
Krai Nok,6404,Kong Krailat,64,Sukhothai,16.907,100.083
Na Ngam,4806,Renu Nakhon,48,Nakhon Phanom,17.106,104.672
Tha Hat Yao,4513,Phon Sai,45,Roi Et,15.493,103.91
Pho Si,3419,Phibun Mangsahan,34,Ubon Ratchathani,15.293,105.237
Khuan Krot,8009,Thung Song,80,Nakhon Si Thammarat,8.149,99.632
Nong Noi,1803,Wat Sing,18,Chai Nat,15.177,100.015
Nong Hi,4519,Nong Hi,45,Roi Et,15.621,104
Wang Sappharot,2202,Khlung,22,Chanthaburi,12.56,102.29
Mai Na Phiang,4013,Waeng Yai,40,Khon Kaen,15.906,102.471
Hat Siao,6405,Si Satchanalai,64,Sukhothai,17.52,99.784
Du,3307,Prang Ku,33,Si Sa Ket,14.782,104.027
Chot Nong Kae,4012,Phon,40,Khon Kaen,15.856,102.65
Si Suk,3023,Kaeng Sanam Nang,30,Nakhon Ratchasima,15.64,102.175
Phaeng,4403,Kosum Phisai,44,Maha Sarakham,16.26,102.967
Nong Suang,3019,Kham Thale So,30,Nakhon Ratchasima,15.086,101.894
Tanyong Limo,9605,Ra-ngae,96,Narathiwat,6.283,101.775
Samrong,3009,Non Thai,30,Nakhon Ratchasima,15.128,102.018
Ban Phae,3102,Khu Mueang,31,Buri Ram,15.388,103.008
Huai Hin,1604,Chai Badan,16,Lop Buri,15.154,101.044
Prasat Thong,3216,Khwao Sinarin,32,Surin,14.976,103.648
Du Noi,4504,Chaturaphak Phiman,45,Roi Et,15.784,103.467
Bang Lai,6610,Bueng Na Rang,66,Phichit,16.208,100.231
Khok Sung,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,15.095,102.116
Ban Prong,1908,Nong Don,19,Saraburi,14.716,100.734
Lan Ba,6703,Lom Sak,67,Phetchabun,16.68,101.208
Phak Phaeo,3303,Kanthararom,33,Si Sa Ket,15.034,104.537
Thammarong,6201,Mueang Kamphaeng Phet,62,Kamphaeng Phet,16.33,99.628
Dong Daeng,4504,Chaturaphak Phiman,45,Roi Et,15.854,103.669
Nong Bua Lakhon,3008,Dan Khun Thot,30,Nakhon Ratchasima,15.243,101.863
Khlong Chi Lom,9202,Kantang,92,Trang,7.433,99.587
Kham Nam Sang,3503,Kut Chum,35,Yasothon,16.099,104.258
Pho Krasang,3308,Khun Han,33,Si Sa Ket,14.628,104.327
Rang Nok,6607,Sam Ngam,66,Phichit,16.432,100.212
Noen Makok,6010,Phayuha Hkiri,60,Nakhon Sawan,15.449,100.2
Non Sombun,4024,Ban Haet,40,Khon Kaen,16.259,102.788
Lak Khet,3101,Mueang Buri Ram,31,Buri Ram,14.824,103.159
Tha Sak,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.51,100.032
Non Charoen,3108,Ban Kruat,31,Buri Ram,14.464,103.189
Phai Lom,4804,Ban Phaeng,48,Nakhon Phanom,17.989,104.154
Nam Om,4502,Kaset Wisai,45,Roi Et,15.639,103.511
Lumpuk,3101,Mueang Buri Ram,31,Buri Ram,14.908,102.951
Wat Bot,6507,Wat Bot,65,Phitsanulok,17.021,100.306
Nong Sano,3104,Nang Rong,31,Buri Ram,14.737,102.934
Thap Man,6604,Taphan Hin,66,Phichit,16.207,100.277
Kong Rot,3016,Huai Thalaeng,30,Nakhon Ratchasima,15.047,102.752
Ban Siao,4809,Na Wa,48,Nakhon Phanom,17.554,104.082
Khlong Si,1302,khlong Luang,13,Pathum Thani,14.097,100.687
Ko Chang,5709,Mae Sai,57,Chiang Rai,20.398,100.01
Phrathat Bang Phuan,4301,Mueang Nong Khai,43,Nong Khai,17.736,102.693
Khok Sung,2708,Khok Sung,27,Sa kaeo,13.831,102.719
Non Klang,3422,Samrong,34,Ubon Ratchathani,14.959,104.713
Ban Kham,3606,Chatturat,36,Chaiyaphum,15.474,101.805
Kham Mueat Kaeo,4608,Huai Mek,46,Kalasin,16.523,103.199
Tha Kham,2706,Aranyaprathet,27,Sa kaeo,13.639,102.531
Yang Thon,1611,Nong Muang,16,Lop Buri,15.248,100.702
Samo Khae,6501,Mueang Phitsanulok,65,Phitsanulok,16.823,100.325
Wiang Nuea,5702,Wiang Chai,57,Chiang Rai,19.932,99.94
Paluru,9611,Su-ngai Padi,96,Narathiwat,6.073,101.905
Huai Krathing,9508,Krong Pinang,95,Yala,6.344,101.25
Khoen,3315,Nam Kliang,33,Si Sa Ket,14.852,104.58
Non Kalong,3419,Phibun Mangsahan,34,Ubon Ratchathani,14.993,105.336
Pradu Ngam,6706,Si Thep,67,Phetchabun,15.436,100.971
Ban Don,3610,Phu Khiao,36,Chaiyaphum,16.305,102.304
Kai Kham,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.804,104.64
Nong Waeng,4003,Phra Yuen,40,Khon Kaen,16.318,102.738
Nuea Khlong,8108,Nuea Khlong,81,Krabi,8.086,98.99
Pang Ku,3903,Non Sang,39,Nong Bua Lam Phu,17.003,102.593
Chedi Chai,5505,Pua,55,Nan,19.162,100.838
Hat Sai Khao,4203,Chiang Khan,42,Loei,17.743,101.658
Si Mongkhon,6708,Bueng Sam Phan,67,Phetchabun,15.82,100.835
Na Hom,3426,Thung Si Udom,34,Ubon Ratchathani,14.76,104.855
Kham Sombun,3004,Khong,30,Nakhon Ratchasima,15.371,102.403
Than Thong,5705,Phan,57,Chiang Rai,19.71,99.723
Na Samai,3501,Mueang Yasothon,35,Yasothon,15.895,104.246
Taluk,1804,Sapphaya,18,Chai Nat,15.195,100.198
Thang Phun,8023,Chaloem Phra Kiet,80,Nakhon Si Thammarat,8.239,99.981
,3806,Bueng Khong Long,38,Bueng Kan,18.033,104.133
Chilong,3601,Mueang Chaiyaphum,36,Chaiyaphum,15.73,101.999
Sakae Sam,3101,Mueang Buri Ram,31,Buri Ram,14.871,103.099
Khok Klang,3013,Prathai,30,Nakhon Ratchasima,15.463,102.737
Khlong Re,9002,Sathing Phra,90,Songkhla,7.542,100.388
Laem Thong,3022,Nong Bunmak,30,Nakhon Ratchasima,14.78,102.304
Bo Kru,7202,Doem Bang Nang Buat,72,Suphan Buri,14.893,99.905
Du Lat,3502,Sai Mun,35,Yasothon,16.012,104.208
Muang Kluang,8503,Papoe,85,Ranong,9.606,98.515
Romklao,4902,Nikhom Kham Soi,49,Mukdahan,16.381,104.437
,3804,Seka,38,Bueng Kan,17.914,103.891
Ko Kaeo,4510,Selaphum,45,Roi Et,16.161,103.868
Na Lao,3906,Na Wang,39,Nong Bua Lam Phu,17.294,102.073
Huai Phai,7001,Mueang Ratchaburi,70,Ratchaburi,13.51,99.745
Tha Laeng,7605,Tha Yang,76,Phetchaburi,12.961,99.832
Kut Wai,3209,Sikhoraphum,32,Surin,14.92,103.868
Non Sung,4607,Yang Talat,46,Kalasin,16.464,103.207
Tha Mafai Wan,3612,Kaeng Khro,36,Chaiyaphum,16.155,102.097
Nong Bua,9209,Ratsada,92,Trang,7.978,99.731
Nong Masaeo,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.774,104.746
Hin Khon,3110,Lam Plai Mat,31,Buri Ram,15.057,102.82
Nong Bua,3209,Sikhoraphum,32,Surin,15.083,103.76
Samphao Lun,3213,Buachet,32,Surin,14.57,103.953
Bueng Ka Sam,1304,Nong Suea,13,Pathum Thani,14.2,100.824
Chan,3303,Kanthararom,33,Si Sa Ket,14.995,104.494
Huai Yang Kham,5602,Chun,56,Phayao,19.378,100.163
Si Samran,3603,Khon Sawan,36,Chaiyaphum,15.993,102.339
Nong Kham,4514,At Samat,45,Roi Et,15.8,103.867
Ban Fang,4009,Kranuan,40,Khon Kaen,16.769,103.05
Pho Sai Ngam,6610,Bueng Na Rang,66,Phichit,16.121,100.147
Tha Lat,3415,Warin Chamrap,34,Ubon Ratchathani,15.105,104.776
Mai Khao,8303,Thalang,83,Phuket,8.147,98.318
Non Sung,4101,Mueang Udon Thani,41,Udon Thani,17.287,102.846
Nong Khu Khat,4406,Borabue,44,Maha Sarakham,15.938,102.989
Dong Mun Lek,6701,Mueang Phetchabun,67,Phetchabun,16.478,101.203
Trok Nong,2202,Khlung,22,Chanthaburi,12.533,102.275
Phang La,9010,Sadao,90,Songkhla,6.773,100.464
Non Khong,4002,Ban Fang,40,Khon Kaen,16.416,102.589
Chaen Laen,4605,Kuchinarai,46,Kalasin,16.554,103.998
Nong Chiang Thun,3307,Prang Ku,33,Si Sa Ket,14.875,104.101
Kham Bok,4905,Khamcha-i,49,Mukdahan,16.499,104.411
Wang Phong,7706,Pran Buri,77,Prachuap Khiri Khan,12.447,99.911
Hua Thanon,6205,Khlong Khlung,62,Kamphaeng Phet,16.267,99.631
,1021,Bang Khun Thian,10,Bangkok,13.605,100.395
Um Mao,4505,Thawat Buri,45,Roi Et,16.025,103.773
Lat Sali,1605,Tha Wung,16,Lop Buri,14.723,100.487
Ko Tan,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,16.103,99.788
Palan,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.503,103.163
Ban Dara,5307,Phichai,53,Uttaradit,17.37,100.13
Wichet Nakhon,5206,Chae Hom,52,Lampang,18.726,99.557
Thammasen,7007,Photharam,70,Ratchaburi,13.669,99.726
Mae Chao Yu Hua,8006,Chian Yai,80,Nakhon Si Thammarat,8.075,100.094
Saen To,5301,Mueang Uttaradit,53,Uttaradit,17.651,100.365
Phai Yai,1606,Ban Mi,16,Lop Buri,15.089,100.459
Don Mot Daeng,3424,Don Mot Daeng,34,Ubon Ratchathani,15.315,105.065
Ko Phet,8016,Hua Sai,80,Nakhon Si Thammarat,8.112,100.291
Chiang Rak Noi,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.16,100.594
Rom Yen,5603,Chiang Kham,56,Phayao,19.511,100.504
Nong Bua Sala,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,14.899,102.152
Nam Ron,6701,Mueang Phetchabun,67,Phetchabun,16.322,101.187
Bang Chak,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.376,100.061
Chamuang,9305,Khuan Khanun,93,Phatthalung,7.765,99.956
Khamin,4601,Mueang Kalasin,46,Kalasin,16.607,103.569
Dong Yang,4410,Na Dun,44,Maha Sarakham,15.757,103.296
Nong Chim,2206,Laem Sing,22,Chanthaburi,12.417,102.178
Tha Din Dam,1604,Chai Badan,16,Lop Buri,15.15,101.134
Huai Kaeo,6610,Bueng Na Rang,66,Phichit,16.162,100.111
Si Ka-Ang,2603,Ban Na,26,Nakhon Nayok,14.308,101.117
Hua Chang,4504,Chaturaphak Phiman,45,Roi Et,15.845,103.569
Nong Waeng,3303,Kanthararom,33,Si Sa Ket,15.194,104.658
Nong Ngu Lueam,3319,Benchalak,33,Si Sa Ket,14.836,104.653
Nong Saeng,4024,Ban Haet,40,Khon Kaen,16.175,102.809
Sa Kaeo,2701,Mueang Sa Kaeo,27,Sa kaeo,13.803,102.077
Lao Po Daeng,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.137,104.212
Wang Chai,4406,Borabue,44,Maha Sarakham,15.986,103.064
Ongkharak,7204,Bang Pla Ma,72,Suphan Buri,14.374,100.236
Ko Kaeo,1603,Khok Samrong,16,Lop Buri,15.136,100.736
Tapo Yo,9604,Yi-ngo,96,Narathiwat,6.457,101.663
Tanot,6403,Khiri Mat,64,Sukhothai,16.839,99.824
Lam Sin,9311,Srinagarindra,93,Phatthalung,7.495,99.875
Chanthima,6207,Lan Krabue,62,Kamphaeng Phet,16.57,99.791
Rong Khe,7403,Ban Phaeo,74,Samut Sakhon,13.521,100.069
Nong Yao,2406,Phanom Sarakham,24,Chachoengsao,13.816,101.351
Pa Sak,5708,Chiang Saen,57,Chiang Rai,20.28,100.003
Nong Than Nam,3412,Kut Khaopun,34,Ubon Ratchathani,15.828,105.099
Kung,3322,Sila Lat,33,Si Sa Ket,15.474,104.084
Samrong,3420,Tan Sum,34,Ubon Ratchathani,15.38,105.233
Bueng Samrong,3023,Kaeng Sanam Nang,30,Nakhon Ratchasima,15.715,102.198
Dong Kheng,4015,Nong Song Hong,40,Khon Kaen,15.67,102.812
Khok Lam,4504,Chaturaphak Phiman,45,Roi Et,15.908,103.535
Na Thap,9003,Chana,90,Songkhla,7.035,100.7
Dan Chak,3009,Non Thai,30,Nakhon Ratchasima,15.162,102.095
Ban Pao,5201,Mueang Lampang,52,Lampang,18.357,99.455
Nakhon Pa Mak,6505,Bang Krathum,65,Phitsanulok,16.609,100.351
Kut Yom,3610,Phu Khiao,36,Chaiyaphum,16.417,102.202
Si Sunthon,8303,Thalang,83,Phuket,7.984,98.346
Dong I Chan,3117,Non Din Daeng,31,Buri Ram,14.546,102.517
Nong Waeng,3215,Si Narong,32,Surin,14.757,103.977
Thung Kha Wat,8605,Lamae,86,Chumphon,9.748,99
Chum Chang,4605,Kuchinarai,46,Kalasin,16.458,104.107
Mueang Luang,3312,Huai Thap Than,33,Si Sa Ket,15.021,104.047
Nong Kung,3420,Tan Sum,34,Ubon Ratchathani,15.444,105.185
Pa Phai,5014,San Sai,50,Chiang Mai,18.907,99.051
Ta Wang,3213,Buachet,32,Surin,14.609,104.016
Huai Nang,9206,Huai Yot,92,Trang,7.893,99.576
A Phon,3213,Buachet,32,Surin,14.479,103.921
Nong Kaeo,3303,Kanthararom,33,Si Sa Ket,15.143,104.702
Tak Fa,6012,Tak Fa,60,Nakhon Sawan,15.313,100.488
Phon Sai,4513,Phon Sai,45,Roi Et,15.497,104.005
Khok Klang,3214,Phanom Dong Rak,32,Surin,14.49,103.249
Mafueang,3109,Phutthaisong,31,Buri Ram,15.497,103.032
Khok Sak,9309,Bang Kaeo,93,Phatthalung,7.39,100.145
Na Phu,4119,Phen,41,Udon Thani,17.6,102.764
Tak Tok,6302,Ban Tak,63,Tak,17.001,99.068
Matong,6506,Phrom Phiram,65,Phitsanulok,17.086,100.166
Bueng Ba,1304,Nong Suea,13,Pathum Thani,14.112,100.824
Sai Ra,8004,Chawang,80,Nakhon Si Thammarat,8.437,99.547
Khok Mo,6102,Thap Than,61,Uthai Thani,15.55,99.915
Samnak Khun Nen,6611,Dong Charoen,66,Phichit,16.042,100.568
Chao Tha,4603,Kamalasai,46,Kalasin,16.225,103.591
Tha Rai,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.43,100.041
Takat Ngao,2203,Tha Mai,22,Chanthaburi,12.581,101.989
Ri Ko,9611,Su-ngai Padi,96,Narathiwat,6.057,101.845
Khok Yang,9202,Kantang,92,Trang,7.509,99.48
Mueang Mai,2407,Ratchasan,24,Chachoengsao,13.715,101.278
Hin Khon,3006,Chakkarat,30,Nakhon Ratchasima,15.013,102.498
Surasak,2007,Si Racha,20,Chon Buri,13.16,100.983
Ban Phaeng,4804,Ban Phaeng,48,Nakhon Phanom,17.967,104.215
Yaha,9505,Yaha,95,Yala,6.504,101.125
Nong Waeng,2705,Watthana Nakhon,27,Sa kaeo,13.799,102.372
Khok Sung,3105,Nong Ki,31,Buri Ram,14.806,102.562
Na Tae,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.954,104.692
Thai Dong,6710,Wang Pong,67,Phetchabun,16.297,100.678
Yang Khi Nok,3404,Khueang Nai,34,Ubon Ratchathani,15.446,104.508
Suan Khan,8022,Chang Klang,80,Nakhon Si Thammarat,8.416,99.643
Khu Mueang,3415,Warin Chamrap,34,Ubon Ratchathani,15.08,104.865
Mueang Khaen,3309,Rasi Salai,33,Si Sa Ket,15.351,104.214
Chom Phra,3204,Chom Phra,32,Surin,15.107,103.599
Bung Wai,3415,Warin Chamrap,34,Ubon Ratchathani,15.158,104.753
Pa Ko Dam,5716,Mae Lao,57,Chiang Rai,19.794,99.715
Kaeng Kai,4308,Sangkhom,43,Nong Khai,18.037,102.235
Sa Si Mum,7302,Kamphaeng Saen,73,Nakhon Pathom,14.065,100.003
Nakhon Doet,6408,Si Nakhon,64,Sukhothai,17.471,99.955
Hua Sai,8016,Hua Sai,80,Nakhon Si Thammarat,8.037,100.286
Phon Ngam,4905,Khamcha-i,49,Mukdahan,16.675,104.435
Tha Sai,5701,Mueang Chiang Rai,57,Chiang Rai,19.837,99.851
Ban Fang,4002,Ban Fang,40,Khon Kaen,16.443,102.654
Chaloem,9605,Ra-ngae,96,Narathiwat,6.291,101.641
Phu Kham Chan,1909,Phra Phutthabat,19,Saraburi,14.744,100.847
Ban Thin,3903,Non Sang,39,Nong Bua Lam Phu,16.987,102.527
Phron,9602,Tak Bai,96,Narathiwat,6.202,102.014
Phathai Rin,3110,Lam Plai Mat,31,Buri Ram,14.917,102.777
Nong Bua,4904,Don Tan,49,Mukdahan,16.811,104.568
Nong Khon Thai,3610,Phu Khiao,36,Chaiyaphum,16.461,102.181
Pa-Ao,3401,Mueang Ubon Ratchathani,34,Ubon Ratchathani,15.365,104.716
,3803,So Phisai,38,Bueng Kan,18.129,103.384
Laem Fa Pha,1105,Phra Samut Chedi,11,Samut Prakarn,13.539,100.559
Khok Kong,3422,Samrong,34,Ubon Ratchathani,15.033,104.839
Kut Nam Sai,4007,Nam Phong,40,Khon Kaen,16.697,102.789
Nong Saeng,4121,Nong Saeng,41,Udon Thani,17.172,102.842
Tha Si Da,4509,Nong Phok,45,Roi Et,16.2,104.215
Bang Yang,2506,Ban Sang,25,Prachin Buri,13.94,101.175
Hua Mueang,3506,Maha Chana Chai,35,Yasothon,15.566,104.207
Nako,4605,Kuchinarai,46,Kalasin,16.606,104.055
Nong Hin,4612,Nong Kung Si,46,Kalasin,16.823,103.397
Nong Bua Kaeo,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.543,103.309
Chiwuek,3011,Kham Sakaesaeng,30,Nakhon Ratchasima,15.351,102.099
Kham Phra,3706,Hua Taphan,37,Amnat Charoen,15.761,104.518
Khok Sawang,4802,Pla Pak,48,Nakhon Phanom,17.145,104.465
San Chao Kai To,6011,Lat Yao,60,Nakhon Sawan,15.788,99.669
Na Khaem,2502,Kabin Buri,25,Prachin Buri,14.052,101.723
Wiang Chai,5702,Wiang Chai,57,Chiang Rai,19.866,99.912
Phipun,8005,Phipun,80,Nakhon Si Thammarat,8.555,99.653
Nong Bon,3107,Prakhon Chai,31,Buri Ram,14.542,103.143
Ban Mo,5307,Phichai,53,Uttaradit,17.256,100.123
Nong Bua Ban,3207,Rattanaburi,32,Surin,15.239,103.826
Chiang Raeng,5608,Phu Sang,56,Phayao,19.616,100.289
Kong Thun,6707,Nong Phai,67,Phetchabun,15.956,101.103
Phai Tha Pho,6603,Pho Prathap Chang,66,Phichit,16.278,100.235
Khok Sa-At,3110,Lam Plai Mat,31,Buri Ram,15.154,102.902
Charoen Mueang,5705,Phan,57,Chiang Rai,19.616,99.746
Thung Changhan,3117,Non Din Daeng,31,Buri Ram,14.566,102.558
Song Pueai,3504,Kham Khuean Kaeo,35,Yasothon,15.647,104.221
Phai,3207,Rattanaburi,32,Surin,15.324,103.895
Bunrueang,5703,Chiang Khong,57,Chiang Rai,19.989,100.347
Ban Pom,6403,Khiri Mat,64,Sukhothai,16.931,99.776
Phon Sawang,4808,Si Songkhram,48,Nakhon Phanom,17.542,104.167
Rai Phatthana,1802,Manorom,18,Chai Nat,15.333,100.225
Nong Chumphon,7602,Khao Yoi,76,Phetchaburi,13.295,99.797
Na Kratam,8602,Tha Sae,86,Chumphon,10.606,99.184
Nong Pho,4407,Na Chueak,44,Maha Sarakham,15.755,103.13
Nong Sano,2301,Mueang Trat,23,Trat,12.184,102.488
Sang Ming,3508,Loeng Nok Tha,35,Yasothon,16.095,104.506
Non Mueang,3011,Kham Sakaesaeng,30,Nakhon Ratchasima,15.416,102.116
Bang Krachet,2402,Bang Khla,24,Chachoengsao,13.852,101.208
Phutthaisong,3109,Phutthaisong,31,Buri Ram,15.582,103.014
Ang Khiri,2205,Makham,22,Chanthaburi,12.644,102.226
Tha Bua,6606,Pho Thale,66,Phichit,16.059,100.326
,3801,Bueng Kan,38,Bueng Kan,18.403,103.508
Saen Hai,5020,Wiang Haeng,50,Chiang Mai,19.615,98.632
Nong Rawiang,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,14.946,102.199
Muang Khom,1604,Chai Badan,16,Lop Buri,15.078,101.024
Han Huai Sai,3013,Prathai,30,Nakhon Ratchasima,15.611,102.656
Dan Muang Kham,4715,Khok Si Suphan,47,Sakon Nakhon,17.096,104.32
Pho Prathap Chang,6603,Pho Prathap Chang,66,Phichit,16.323,100.3
Nong Mek,4407,Na Chueak,44,Maha Sarakham,15.786,102.998
Tha Makhuea,6205,Khlong Khlung,62,Kamphaeng Phet,16.261,99.752
Nong Chang Yai,3414,Muang Sam Sip,34,Ubon Ratchathani,15.564,104.827
Rung Rawi,3315,Nam Kliang,33,Si Sa Ket,14.876,104.525
Khlong Pia,9003,Chana,90,Songkhla,6.952,100.632
Kham Sang Thiang,4615,Sam Chai,46,Kalasin,16.814,103.546
Lubo Yiri,9405,Mayo,94,Pattani,6.666,101.417
Tha Kho,4801,Mueang Nakhon Phanom,48,Nakhon Phanom,17.316,104.746
Khanun,3304,Kantharalak,33,Si Sa Ket,14.602,104.798
Nong Sim,4406,Borabue,44,Maha Sarakham,16.012,103.114
Samrong,3115,Phlapphla Chai,31,Buri Ram,14.776,103.111
Lao Daeng,3424,Don Mot Daeng,34,Ubon Ratchathani,15.375,105.028
Mueang Kae,3203,Tha Tum,32,Surin,15.221,103.67
Ban Wa,4001,Mueang Khon Kaen,40,Khon Kaen,16.384,102.713
Na Chueak,4407,Na Chueak,44,Maha Sarakham,15.773,103.047
Dum Yai,3414,Muang Sam Sip,34,Ubon Ratchathani,15.615,104.739
Chong Sam Mo,3612,Kaeng Khro,36,Chaiyaphum,16.107,102.236
Chak Bok,2105,Ban Khai,21,Rayong,12.783,101.364
,1102,Bang Bo,11,Samut Prakarn,13.611,100.862
Bang Luk Suea,2604,Ongkharak,26,Nakhon Nayok,14.054,101.066
Bueng Kae,3506,Maha Chana Chai,35,Yasothon,15.511,104.358
Khu Ha Tai,9009,Rattaphum,90,Songkhla,7.173,100.263
Wat That,4301,Mueang Nong Khai,43,Nong Khai,17.851,102.826
Bung Malaeng,3432,Sawang Wirawong,34,Ubon Ratchathani,15.238,105.045
I Pat,3303,Kanthararom,33,Si Sa Ket,15.223,104.5
Si Samran,7207,Song Phi Nong,72,Suphan Buri,14.217,99.948
Mai,3010,Non Sung,30,Nakhon Ratchasima,15.152,102.287
Dong Klang,3613,Khon San,36,Chaiyaphum,16.533,101.983
Thung Khaeo,5408,Nong Muang Khai,54,Phrae,18.32,100.12
Bang Nam Chuet,8604,Lang Suan,86,Chumphon,10.022,99.142
Song Plueai,4606,Khao Wong,46,Kalasin,16.626,104.119
Khok Ngam,4002,Ban Fang,40,Khon Kaen,16.582,102.6
Nong Nang,4302,Tha Bo,43,Nong Khai,17.713,102.621
Nam Ko,6703,Lom Sak,67,Phetchabun,16.794,101.158
Charoen Suk,3123,Chaloem Phra Kiet,31,Buri Ram,14.574,102.865
Mae Pong,5005,Doi Saket,50,Chiang Mai,18.847,99.196
Sai Mun,2604,Ongkharak,26,Nakhon Nayok,14.123,101.069
Bueng Thap Raet,6207,Lan Krabue,62,Kamphaeng Phet,16.689,99.855
Nong Khaem,6506,Phrom Phiram,65,Phitsanulok,17.046,100.131
Muang,3506,Maha Chana Chai,35,Yasothon,15.473,104.324
Bo Thong,6504,Bang Rakam,65,Phitsanulok,16.631,100.134
Chum Phae,4005,Chum Phae,40,Khon Kaen,16.526,102.074
Sali,7204,Bang Pla Ma,72,Suphan Buri,14.286,100.221
Makham,2205,Makham,22,Chanthaburi,12.677,102.187
Non Samran,3304,Kantharalak,33,Si Sa Ket,14.534,104.8
Kang Aen,3205,Prasat,32,Surin,14.656,103.406
Thap Yai,3207,Rattanaburi,32,Surin,15.41,103.89
Laluat,3118,Chamni,31,Buri Ram,14.78,102.745
Mueang Si Khai,3415,Warin Chamrap,34,Ubon Ratchathani,15.087,104.904
Don Hai Sok,4106,Nong Saeng,41,Udon Thani,17.422,102.993
Nai Mueang,3015,Phimai,30,Nakhon Ratchasima,15.206,102.489
Pa Sang,5707,Mae Chan,57,Chiang Rai,20.181,99.846
,2007,Si Racha,20,Chon Buri,13.097,100.912
Woen Phrabat,4803,Tha Uthen,48,Nakhon Phanom,17.509,104.676
Khok Si,4001,Mueang Khon Kaen,40,Khon Kaen,16.481,102.985
Dom,3210,Sangkha,32,Surin,14.575,103.856
Khon Sai,4124,Ku Kaeo,41,Udon Thani,17.158,103.134
Thanya,4603,Kamalasai,46,Kalasin,16.259,103.567
Hua Thanon,3104,Nang Rong,31,Buri Ram,14.661,102.648
Sa Khut,3202,Chumphon Buri,32,Surin,15.44,103.15
Kam Pu,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.558,103.222
Na Bua,4119,Phen,41,Udon Thani,17.551,102.976
Dong Khaen Yai,3504,Kham Khuean Kaeo,35,Yasothon,15.572,104.395
Na Ngua,4118,Nam Som,41,Udon Thani,17.741,102.215
Samrong,3201,Mueang Surin,32,Surin,14.802,103.627
Ta Pek,3123,Chaloem Phra Kiet,31,Buri Ram,14.568,102.924
Sai Khao,8016,Hua Sai,80,Nakhon Si Thammarat,8.04,100.226
Dong Lan,4006,Si Chomphu,40,Khon Kaen,16.805,102.075
Pha To,5506,Tha Wang Pha,55,Nan,19.214,100.774
Thepha,9005,Thepha,90,Songkhla,6.82,100.94
,1103,Bang Phli,11,Samut Prakarn,13.561,100.739
Yang Sung,6204,Khanu Woralaksaburi,62,Kamphaeng Phet,16.124,99.857
Kut Noi,3020,Si Khio,30,Nakhon Ratchasima,14.931,101.753
Lai Thung,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.6,104.968
Tha Saba,9207,Wang Wiset,92,Trang,7.69,99.523
Ngio Ngam,5301,Mueang Uttaradit,53,Uttaradit,17.702,100.174
Thawon,3123,Chaloem Phra Kiet,31,Buri Ram,14.518,102.87
Thung Mon,3205,Prasat,32,Surin,14.72,103.282
Takua Pa,4015,Nong Song Hong,40,Khon Kaen,15.714,102.824
