TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
,1033,Khlong Toei,10,Bangkok,13.723,100.571
Ko Mak,2306,Ko Kut,23,Trat,11.842,102.526
Ko Sarai,9101,Mueang Satun,91,Satun,6.491,99.304
,1028,Sa Thon,10,Bangkok,13.71,100.532
,1007,Pathum Wan,10,Bangkok,13.74,100.535
,1031,Bang Kho Laem,10,Bangkok,13.696,100.494
Nai Mueang,4010,Ban Phai,40,Khon Kaen,16.035,102.723
,1039,Watthana,10,Bangkok,13.743,100.56
Pa Khlok,8303,Thalang,83,Phuket,8.055,98.464
Khlang,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.434,99.966
,1020,Bangkok Noi,10,Bangkok,13.752,100.477
Khlong Sa Bua,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.371,100.563
,1028,Sa Thon,10,Bangkok,13.714,100.514
Chum Saeng,6003,Chum Saeng,60,Nakhon Sawan,15.896,100.315
Dusit,1002,Dusit,10,Bangkok,13.772,100.513
,1025,Bang Phlat,10,Bangkok,13.781,100.482
Khlong Kluea,1206,Pak Kret,12,Nonthaburi,13.902,100.55
,1018,Khlong San,10,Bangkok,13.715,100.501
,1037,Rat Thewi,10,Bangkok,13.752,100.559
Wiang Khoi,7601,Mueang Phetchaburi,76,Phetchaburi,13.121,99.9
Pa Tan,5001,Mueang Chiang Mai,50,Chiang Mai,18.811,98.999
Bang Phutsa,1701,Mueang Sing Buri,17,Sing Buri,14.89,100.404
,1037,Rat Thewi,10,Bangkok,13.763,100.53
Hua Ro,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.368,100.578
Ko Lanta Yai,8103,Ko Lanta,81,Krabi,7.207,99.061
Yai Phaeng,7502,Bang Khonthi,75,Samut Songkhram,13.487,99.958
Ban Pong,7005,Ban Pong,70,Ratchaburi,13.816,99.873
Bang Hua Suea,1104,Phra Pradaeng,11,Samut Prakarn,13.625,100.549
Bang Pla Soi,2001,Mueang Chon Buri,20,Chon Buri,13.364,100.987
Nakhon Nayok,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.204,101.219
Bang Nok Khwaek,7502,Bang Khonthi,75,Samut Songkhram,13.504,99.923
Laem Sak,8105,Ao Luek,81,Krabi,8.262,98.63
,1022,Phasi Charoen,10,Bangkok,13.738,100.423
Ko Lanta Yai,8103,Ko Lanta,81,Krabi,7.224,99.08
Ko Mak,2306,Ko Kut,23,Trat,11.804,102.383
Ban Yai,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.435,100.384
Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.829,98.988
Kaeng Khoi,1902,Kaeng Khoi,19,Saraburi,14.586,101.002
,1035,Chom Thong,10,Bangkok,13.702,100.476
Ang Thong,8404,Ko Samui,84,Surat Thani,9.393,99.669
Bang Kung,7502,Bang Khonthi,75,Samut Songkhram,13.459,99.931
Nakhon Chai Si,7303,Nakhon Chai Si,73,Nakhon Pathom,13.787,100.192
Bang Khanun,1202,Bang Kruai,12,Nonthaburi,13.811,100.453
Tha Taphao,8601,Mueang Chumphon,86,Chumphon,10.498,99.179
Bang Ko Bua,1104,Phra Pradaeng,11,Samut Prakarn,13.693,100.577
Khlong Takhian,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.331,100.554
Bang Krasop,1104,Phra Pradaeng,11,Samut Prakarn,13.666,100.566
Sabarang,9401,Mueang Pattani,94,Pattani,6.876,101.251
Si Phum,5001,Mueang Chiang Mai,50,Chiang Mai,18.796,98.985
,1025,Bang Phlat,10,Bangkok,13.774,100.492
,1020,Bangkok Noi,10,Bangkok,13.772,100.477
Amphawa,7503,Amphawa,75,Samut Songkhram,13.427,99.954
Pak Nam,8501,Mueang Ranong,85,Ranong,9.905,98.479
Phanat Nikhom,2006,Phanat Nikhom,20,Chon Buri,13.45,101.18
Tha Ruea,7105,Tha Maka,71,Kanchanaburi,13.954,99.752
,1028,Sa Thon,10,Bangkok,13.718,100.541
Bang Phueng,1104,Phra Pradaeng,11,Samut Prakarn,13.671,100.52
Ban Krachaeng,1301,Mueang Pathum Thani,13,Pathum Thani,14.031,100.552
,1022,Phasi Charoen,10,Bangkok,13.736,100.445
Bang Yo,1104,Phra Pradaeng,11,Samut Prakarn,13.679,100.558
Lumphli,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.376,100.548
Tanyong Lulo,9401,Mueang Pattani,94,Pattani,6.877,101.305
,1025,Bang Phlat,10,Bangkok,13.802,100.512
Khlung,2202,Khlung,22,Chanthaburi,12.452,102.218
Na Chong,1901,Mueang Saraburi,19,Saraburi,14.529,100.886
Samrong,1104,Phra Pradaeng,11,Samut Prakarn,13.659,100.584
Wat Chan,6501,Mueang Phitsanulok,65,Phitsanulok,16.789,100.25
Na Mai,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.315,100.462
Phai Ling,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.356,100.589
Khlong Krachaeng,7601,Mueang Phetchaburi,76,Phetchaburi,13.112,99.943
Bang Krabao,7303,Nakhon Chai Si,73,Nakhon Pathom,13.793,100.183
Ban Mai,2401,Mueang Chachoengsao,24,Chachoengsao,13.707,101.1
,1025,Bang Phlat,10,Bangkok,13.791,100.487
Khwae Om,7503,Amphawa,75,Samut Songkhram,13.436,99.937
Chawai,1502,Chaiyo,15,Ang Thong,14.687,100.494
Bang Krabue,7502,Bang Khonthi,75,Samut Songkhram,13.463,99.968
,1007,Pathum Wan,10,Bangkok,13.736,100.546
Samrong Klang,1104,Phra Pradaeng,11,Samut Prakarn,13.653,100.564
Samphao Lom,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.34,100.57
Si Racha,2007,Si Racha,20,Chon Buri,13.162,100.923
Ko Lanta Yai,8103,Ko Lanta,81,Krabi,7.417,99.204
Wiang,5701,Mueang Chiang Rai,57,Chiang Rai,19.907,99.832
,1022,Phasi Charoen,10,Bangkok,13.723,100.437
,1039,Watthana,10,Bangkok,13.719,100.596
Photharam,7007,Photharam,70,Ratchaburi,13.695,99.853
Song Khanong,1104,Phra Pradaeng,11,Samut Prakarn,13.665,100.545
Bang Si Thong,1202,Bang Kruai,12,Nonthaburi,13.818,100.479
Choeng Sae,9008,Krasae Sin,90,Songkhla,7.561,100.356
Wat Khae,7303,Nakhon Chai Si,73,Nakhon Pathom,13.814,100.175
Ko Kaeo,8301,Mueang Phuket,83,Phuket,7.936,98.427
Nakhon Nayok,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.198,101.233
Khae Ok,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.305,100.472
Bang Nam Phueng,1104,Phra Pradaeng,11,Samut Prakarn,13.679,100.578
Sai Mun,5013,San Kamphaeng,50,Chiang Mai,18.735,99.136
Bang Phrom,7502,Bang Khonthi,75,Samut Songkhram,13.452,99.955
Tha Wang,8001,Mueang Nakhon Si Thammarat,80,Nakhon Si Thammarat,8.449,99.961
Tha Rap,7601,Mueang Phetchaburi,76,Phetchaburi,13.097,99.949
Krachaeng,1307,Sam Khok,13,Pathum Thani,14.043,100.544
,1101,Mueang Samut Prakan,11,Samut Prakarn,13.623,100.565
Lat Pho,7606,Ban Lat,76,Phetchaburi,13.102,99.895
Bang Phai,1201,Mueang Nonthaburi,12,Nonthaburi,13.823,100.492
Tha Ruea,1402,Tha Ruea,14,Phra Nakhon Si Ayutthaya,14.566,100.719
Bang Tawa,9403,Nong Chik,94,Pattani,6.858,101.158
Rong Hip,7502,Bang Khonthi,75,Samut Songkhram,13.47,99.931
,1033,Khlong Toei,10,Bangkok,13.707,100.595
Bang Kachao,1104,Phra Pradaeng,11,Samut Prakarn,13.697,100.561
Sala Ri Thai,1910,Sao Hai,19,Saraburi,14.565,100.848
Thai Hat,7501,Mueang Samut Songkhram,75,Samut Songkhram,13.399,99.976
Khlong U Ta Phao,9011,Hat Yai,90,Songkhla,7.045,100.446
Sop Mae Kha,5015,Hang Dong,50,Chiang Mai,18.689,98.98
Ban Hae,1501,Mueang Ang Thong,15,Ang Thong,14.565,100.434
Pak Bong,5106,Pa Sang,51,Lamphun,18.537,98.933
Tri Narong,1502,Chaiyo,15,Ang Thong,14.676,100.498
Bo Phu,2203,Tha Mai,22,Chanthaburi,12.595,102.028
,1020,Bangkok Noi,10,Bangkok,13.76,100.463
Khayai,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.414,100.564
Kamphuan,8505,Suk Samran,85,Ranong,9.495,98.349
Thai Chang,8201,Mueang Phang-nga,82,Phang-nga,8.446,98.524
San Phisuea,5001,Mueang Chiang Mai,50,Chiang Mai,18.841,98.998
Thung Luang,5011,Phrao,50,Chiang Mai,19.359,99.202
Ko Kret,1206,Pak Kret,12,Nonthaburi,13.91,100.472
Ko Sarai,9101,Mueang Satun,91,Satun,6.526,99.169
Ban Phraek,1416,Ban Phraek,14,Phra Nakhon Si Ayutthaya,14.64,100.585
Bang Tanai,1206,Pak Kret,12,Nonthaburi,13.931,100.492
Nai Mueang,4301,Mueang Nong Khai,43,Nong Khai,17.89,102.761
Samrong Tai,1104,Phra Pradaeng,11,Samut Prakarn,13.641,100.573
,1019,Taling Chan,10,Bangkok,13.751,100.419
Samae San,2009,Sattahip,20,Chon Buri,12.577,100.947
Pak Tako,8608,Thung Tako,86,Chumphon,10.112,99.141
,1101,Mueang Samut Prakan,11,Samut Prakarn,13.622,100.581
Sam Phaniang,1416,Ban Phraek,14,Phra Nakhon Si Ayutthaya,14.638,100.567
,1015,Thon Buri,10,Bangkok,13.707,100.486
Pak Kret,1206,Pak Kret,12,Nonthaburi,13.912,100.506
Khok Chang,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.5,100.388
Ban Lat,7606,Ban Lat,76,Phetchaburi,13.063,99.928
Suan Yai,1201,Mueang Nonthaburi,12,Nonthaburi,13.842,100.494
Pathum,3401,Mueang Ubon Ratchathani,34,Ubon Ratchathani,15.244,104.894
Bang Kruai,1202,Bang Kruai,12,Nonthaburi,13.809,100.499
Thani,6401,Mueang Sukhothai,64,Sukhothai,17.012,99.822
Plai Bang,1202,Bang Kruai,12,Nonthaburi,13.814,100.402
Phra Pathom Chedi,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.819,100.05
Nong Pa Khrang,5001,Mueang Chiang Mai,50,Chiang Mai,18.788,99.034
Pak Nam,9105,La-ngu,91,Satun,6.834,99.691
Wat Samrong,7303,Nakhon Chai Si,73,Nakhon Pathom,13.827,100.218
Khao Niwet,8501,Mueang Ranong,85,Ranong,9.96,98.621
Wat Tum,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.39,100.539
Ban Puek,2001,Mueang Chon Buri,20,Chon Buri,13.302,100.928
Chang Khlan,5001,Mueang Chiang Mai,50,Chiang Mai,18.774,98.996
Wiang,5601,Mueang Phayao,56,Phayao,19.172,99.894
Lat Nam Khem,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.482,100.393
Talat Krathum Baen,7402,Krathum Baen,74,Samut Sakhon,13.654,100.25
Rawai,8301,Mueang Phuket,83,Phuket,7.788,98.372
Wang Tako,7601,Mueang Phetchaburi,76,Phetchaburi,13.134,99.893
Wat Mai,2201,Mueang Chanthaburi,22,Chanthaburi,12.611,102.105
,1031,Bang Kho Laem,10,Bangkok,13.694,100.516
Ton Tan,1910,Sao Hai,19,Saraburi,14.574,100.885
Talat Khwan,5005,Doi Saket,50,Chiang Mai,18.841,99.088
Namtao,1415,Maha Rat,14,Phra Nakhon Si Ayutthaya,14.566,100.542
Bang Chang,7503,Amphawa,75,Samut Songkhram,13.437,99.953
Takua Pa,8205,Takua Pa,82,Phang-nga,8.829,98.362
Bang Pho Nuea,1307,Sam Khok,13,Pathum Thani,14.042,100.515
Rawai,8301,Mueang Phuket,83,Phuket,7.598,98.36
Ngio Rai,7303,Nakhon Chai Si,73,Nakhon Pathom,13.807,100.212
Kami Yo,9401,Mueang Pattani,94,Pattani,6.854,101.318
Thanu,1414,Uthai,14,Phra Nakhon Si Ayutthaya,14.355,100.622
Ban Mai,1416,Ban Phraek,14,Phra Nakhon Si Ayutthaya,14.655,100.586
Takhria,9007,Ranot,90,Songkhla,7.789,100.269
Nai Mueang,5101,Mueang Lamphun,51,Lamphun,18.573,99.002
Ban Pramot,7502,Bang Khonthi,75,Samut Songkhram,13.46,99.898
,1017,Huai Khwang,10,Bangkok,13.769,100.577
Ang Thong,8404,Ko Samui,84,Surat Thani,9.619,99.679
Huai Rop,6105,Nong Khayang,61,Uthai Thani,15.371,99.9
Na Kluea,2004,Bang Lamung,20,Chon Buri,12.912,100.778
Talat,8401,Mueang Surat Thani,84,Surat Thani,9.137,99.32
Nong Hoi,5001,Mueang Chiang Mai,50,Chiang Mai,18.758,99.015
Bang Rak Yai,1204,Bang Bua Thong,12,Nonthaburi,13.878,100.438
Khlong Phra Udom,1206,Pak Kret,12,Nonthaburi,13.93,100.479
Mae Tam,5601,Mueang Phayao,56,Phayao,19.142,99.912
Tanyong Chueng Nga,9409,Yaring,94,Pattani,6.787,101.458
Ban Ma,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.492,100.51
Ban Run,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.312,100.559
,1019,Taling Chan,10,Bangkok,13.752,100.442
Bang Ban,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.41,100.464
Phaniat,7303,Nakhon Chai Si,73,Nakhon Pathom,13.795,100.123
Mahachai,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.552,100.28
Om Kret,1206,Pak Kret,12,Nonthaburi,13.909,100.453
Khung Lan,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.295,100.621
Thung Ruang Thong,5022,Mae Wang,50,Chiang Mai,18.554,98.849
Bang Sakae,7502,Bang Khonthi,75,Samut Songkhram,13.45,99.928
Suan Phrik,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.391,100.558
,1035,Chom Thong,10,Bangkok,13.693,100.468
Pa Bong,5019,Saraphi,50,Chiang Mai,18.736,99.059
Bang Khu Wiang,1202,Bang Kruai,12,Nonthaburi,13.822,100.417
Ban Soet,2006,Phanat Nikhom,20,Chon Buri,13.444,101.144
Bang Chak,1104,Phra Pradaeng,11,Samut Prakarn,13.616,100.536
Bang Khonthi,7502,Bang Khonthi,75,Samut Songkhram,13.493,99.945
Chom Pluak,7502,Bang Khonthi,75,Samut Songkhram,13.483,99.976
,1017,Huai Khwang,10,Bangkok,13.796,100.579
Bang Luang Dot,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.419,100.43
,1016,Bangkok Yai,10,Bangkok,13.733,100.475
Ban Ngio,1307,Sam Khok,13,Pathum Thani,14.084,100.539
,1012,Yannawa,10,Bangkok,13.682,100.533
Nai Wiang,5401,Mueang Phrae,54,Phrae,18.14,100.142
Sam Ngam,1504,Pho Thong,15,Ang Thong,14.638,100.389
Nong Sawang,6703,Lom Sak,67,Phetchabun,16.839,101.239
Chong Kham,5801,Mueang Mae Hong Son,58,Mae Hong Son,19.302,97.97
Pratu Chai,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.349,100.551
Damnoen Saduak,7004,Damnoen Saduak,70,Ratchaburi,13.517,99.949
Sam Thai,1403,Nakhon Luang,14,Phra Nakhon Si Ayutthaya,14.489,100.675
Bang Nang Li,7503,Amphawa,75,Samut Songkhram,13.414,99.917
,1024,Rat Burana,10,Bangkok,13.67,100.51
Nai Mueang,3101,Mueang Buri Ram,31,Buri Ram,14.999,103.104
Samnak Bok,2001,Mueang Chon Buri,20,Chon Buri,13.368,101.061
Bang Khae,7503,Amphawa,75,Samut Songkhram,13.407,99.923
Tanim,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.491,100.532
Samo Phlue,7606,Ban Lat,76,Phetchaburi,13.06,99.952
Ban Mai,9007,Ranot,90,Songkhla,7.78,100.288
Wat Taku,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.388,100.424
Ang Sila,2001,Mueang Chon Buri,20,Chon Buri,13.325,100.929
Bang Pla Kot,1503,Pa Mok,15,Ang Thong,14.509,100.461
Suan Luang,7503,Amphawa,75,Samut Songkhram,13.414,99.953
San Sai Luang,5014,San Sai,50,Chiang Mai,18.857,99.046
Mahasawat,1202,Bang Kruai,12,Nonthaburi,13.806,100.434
Talat,2201,Mueang Chanthaburi,22,Chanthaburi,12.591,102.087
,1002,Dusit,10,Bangkok,13.789,100.522
Norasing,1503,Pa Mok,15,Ang Thong,14.518,100.431
Rim Nuea,5007,Mae Rim,50,Chiang Mai,18.929,98.948
Chao Pluk,1415,Maha Rat,14,Phra Nakhon Si Ayutthaya,14.584,100.538
Ban Kat,5404,Sung Men,54,Phrae,18.09,100.168
Taphan Hin,6604,Taphan Hin,66,Phichit,16.222,100.427
Phe,2101,Mueang Rayong,21,Rayong,12.568,101.455
Wat Chalo,1202,Bang Kruai,12,Nonthaburi,13.802,100.476
Talat Yai,5005,Doi Saket,50,Chiang Mai,18.81,99.127
Talat Nuea,8301,Mueang Phuket,83,Phuket,7.879,98.381
Ko Rian,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.318,100.579
Bang Phut,1301,Mueang Pathum Thani,13,Pathum Thani,14.035,100.572
Hang Dong,5015,Hang Dong,50,Chiang Mai,18.692,98.915
Nong Chang Khuen,5101,Mueang Lamphun,51,Lamphun,18.656,99.013
Phra Prathon,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.811,100.088
Ban Ri,1501,Mueang Ang Thong,15,Ang Thong,14.605,100.485
Sam Khok,1307,Sam Khok,13,Pathum Thani,14.052,100.529
Ta Lan,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.446,100.387
Kantang,9202,Kantang,92,Trang,7.41,99.519
Sa-Nga Ban,5005,Doi Saket,50,Chiang Mai,18.832,99.12
Thang Chang,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.375,100.432
,1041,Lak Si,10,Bangkok,13.871,100.58
,1038,Lat Phrao,10,Bangkok,13.84,100.6
Khwan Mueang,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.444,100.536
Bang Phlap,1504,Pho Thong,15,Ang Thong,14.641,100.406
Bang Luang,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.403,100.433
Ton Mamuang,7601,Mueang Phetchaburi,76,Phetchaburi,13.079,99.958
Fa Ham,5001,Mueang Chiang Mai,50,Chiang Mai,18.816,99.008
Ko Yo,9001,Muaeng Songkhla,90,Songkhla,7.163,100.542
Pho Sam Ton,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.421,100.547
Pu Yut,9401,Mueang Pattani,94,Pattani,6.811,101.268
Nai Wiang,5501,Mueang Nan,55,Nan,18.793,100.786
Tha It,1206,Pak Kret,12,Nonthaburi,13.894,100.48
Huai Khen,6605,Bang Mun Nak,66,Phichit,16.033,100.479
Chaiya Sathan,5019,Saraphi,50,Chiang Mai,18.745,99.043
Kradang Nga,7502,Bang Khonthi,75,Samut Songkhram,13.472,99.951
,1017,Huai Khwang,10,Bangkok,13.752,100.586
,1019,Taling Chan,10,Bangkok,13.789,100.459
Pa Lan,5005,Doi Saket,50,Chiang Mai,18.836,99.106
,1022,Phasi Charoen,10,Bangkok,13.714,100.443
Bang Khayaeng,1301,Mueang Pathum Thani,13,Pathum Thani,13.967,100.523
Don Kaeo,5019,Saraphi,50,Chiang Mai,18.697,98.997
Sao Thong,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.496,100.549
Sakho Tai,9405,Mayo,94,Pattani,6.749,101.357
Mueang Sawankhalok,6407,Sawankhalok,64,Sukhothai,17.315,99.834
Talo Krai Thong,9408,Mai Kaen,94,Pattani,6.627,101.64
Sakho Bon,9405,Mayo,94,Pattani,6.73,101.352
Ko Sarai,9101,Mueang Satun,91,Satun,6.72,99.854
To Lang,9409,Yaring,94,Pattani,6.802,101.448
Si Surat,7004,Damnoen Saduak,70,Ratchaburi,13.533,99.984
Ammarit,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.472,100.361
Nong Sida,1905,Nong Saeng,19,Saraburi,14.515,100.841
Pho En,1402,Tha Ruea,14,Phra Nakhon Si Ayutthaya,14.519,100.676
Chang Yai,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.161,100.522
Tha Kham,7306,Sam Phran,73,Nakhon Pathom,13.714,100.247
Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.651,97.63
Ko Po,9403,Nong Chik,94,Pattani,6.815,101.201
Bang Khun Kong,1202,Bang Kruai,12,Nonthaburi,13.821,100.444
Huai Chorakhe,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.804,100.067
Tha Kwang,5019,Saraphi,50,Chiang Mai,18.659,98.998
Kalupang,9506,Raman,95,Yala,6.464,101.374
San Pa Pao,5014,San Sai,50,Chiang Mai,18.861,99.084
Sao Hai,1910,Sao Hai,19,Saraburi,14.538,100.85
Pak Nam,8604,Lang Suan,86,Chumphon,9.955,99.151
,1035,Chom Thong,10,Bangkok,13.694,100.45
Bang Si Mueang,1201,Mueang Nonthaburi,12,Nonthaburi,13.841,100.475
Tha Thewawong,2008,Ko Sichang,20,Chon Buri,13.151,100.809
Chao Sadet,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.331,100.363
San Phranet,5014,San Sai,50,Chiang Mai,18.808,99.038
Na Mueang,2401,Mueang Chachoengsao,24,Chachoengsao,13.686,101.066
Ban Phlap,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.223,100.552
Hua Phai,1415,Maha Rat,14,Phra Nakhon Si Ayutthaya,14.532,100.525
Talat Mai,1506,Wiset Chai Chan,15,Ang Thong,14.542,100.315
Ban Mai,1415,Maha Rat,14,Phra Nakhon Si Ayutthaya,14.531,100.5
Ban Li,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.449,100.521
Ban Khae,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.495,100.405
Wang Si Rat,7202,Doem Bang Nang Buat,72,Suphan Buri,14.85,99.988
Talu Bo,9401,Mueang Pattani,94,Pattani,6.853,101.267
Wat Ket,5001,Mueang Chiang Mai,50,Chiang Mai,18.785,99.011
Khlong Khanan,8108,Nuea Khlong,81,Krabi,7.904,99.075
Maharat,1415,Maha Rat,14,Phra Nakhon Si Ayutthaya,14.552,100.528
Bang Phlap,1206,Pak Kret,12,Nonthaburi,13.929,100.458
Bang Mueang Mai,1101,Mueang Samut Prakan,11,Samut Prakarn,13.622,100.605
Ban Prok,7501,Mueang Samut Songkhram,75,Samut Songkhram,13.43,99.992
Tha Phi Liang,7201,Mueang Saphan Buri,72,Suphan Buri,14.471,100.116
Kut Ngong,2006,Phanat Nikhom,20,Chon Buri,13.444,101.165
Bang Rak Noi,1201,Mueang Nonthaburi,12,Nonthaburi,13.859,100.464
Taling Ngam,8404,Ko Samui,84,Surat Thani,9.372,99.944
Talat Khwan,1201,Mueang Nonthaburi,12,Nonthaburi,13.85,100.509
Bang Chani,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.429,100.461
Chang Lek,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.278,100.453
Bang Khla,2402,Bang Khla,24,Chachoengsao,13.722,101.21
Thang Klang,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.513,100.544
Yala,9501,Mueang Yala,95,Yala,6.523,101.181
Pho Rang Nok,1504,Pho Thong,15,Ang Thong,14.614,100.378
Tanyong Dalo,9409,Yaring,94,Pattani,6.808,101.423
Bang Len,1203,Bang Yai,12,Nonthaburi,13.854,100.434
Bang Krut,2405,Ban Pho,24,Chachoengsao,13.633,101.078
Mae Khue,5005,Doi Saket,50,Chiang Mai,18.782,99.101
Tha Sala,5001,Mueang Chiang Mai,50,Chiang Mai,18.77,99.034
Wiang,5011,Phrao,50,Chiang Mai,19.378,99.203
Khlong Khoen,7501,Mueang Samut Songkhram,75,Samut Songkhram,13.445,99.988
Khlong Maning,9401,Mueang Pattani,94,Pattani,6.845,101.293
Nong Tao,6101,Mueang Uthai Thani,61,Uthai Thani,15.455,99.963
Chanthanimit,2201,Mueang Chanthaburi,22,Chanthaburi,12.61,102.123
Na Phala,9201,Mueang Trang,92,Trang,7.599,99.664
Nong Bua,2405,Ban Pho,24,Chachoengsao,13.617,101.101
Ta Luang,7004,Damnoen Saduak,70,Ratchaburi,13.504,99.953
Takut,1901,Mueang Saraburi,19,Saraburi,14.553,100.933
Tao Pun,1902,Kaeng Khoi,19,Saraburi,14.603,100.956
Bo Rae,1504,Pho Thong,15,Ang Thong,14.637,100.372
,1012,Yannawa,10,Bangkok,13.697,100.544
Yan Sue,1501,Mueang Ang Thong,15,Ang Thong,14.619,100.447
Yai Cha,7306,Sam Phran,73,Nakhon Pathom,13.733,100.235
Bang Chakreng,7501,Mueang Samut Songkhram,75,Samut Songkhram,13.376,100.01
Tha Sen,7606,Ban Lat,76,Phetchaburi,13.046,99.948
Khlong Khoi,7007,Photharam,70,Ratchaburi,13.675,99.827
Tha Din Daeng,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.416,100.388
,1024,Rat Burana,10,Bangkok,13.675,100.491
Nam Hia,6703,Lom Sak,67,Phetchabun,16.83,101.206
Mueang Mi,4301,Mueang Nong Khai,43,Nong Khai,17.833,102.702
Lat Nga,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.372,100.358
Mi Chai,4301,Mueang Nong Khai,43,Nong Khai,17.868,102.729
Khorat,3018,Sung Noen,30,Nakhon Ratchasima,14.909,101.851
Bang Khru,1104,Phra Pradaeng,11,Samut Prakarn,13.631,100.526
,1039,Watthana,10,Bangkok,13.736,100.576
Ban Mo,7601,Mueang Phetchaburi,76,Phetchaburi,13.092,99.932
Ban Chang,1301,Mueang Pathum Thani,13,Pathum Thani,14.029,100.507
Kham Nam Sap,3415,Warin Chamrap,34,Ubon Ratchathani,15.198,104.815
San Na Meng,5014,San Sai,50,Chiang Mai,18.842,99.062
Tan Diao,6703,Lom Sak,67,Phetchabun,16.785,101.248
Ban Ko,1404,Bang Sai,14,Phra Nakhon Si Ayutthaya,14.236,100.46
Saphan Thai,1405,Bang Ban,14,Phra Nakhon Si Ayutthaya,14.363,100.486
Suan Kluai,7005,Ban Pong,70,Ratchaburi,13.798,99.882
Khlong Tan,6406,Si Samrong,64,Sukhothai,17.158,99.858
Krado,9410,Yarang,94,Pattani,6.717,101.299
Pak Chan,1403,Nakhon Luang,14,Phra Nakhon Si Ayutthaya,14.44,100.62
Nai Mueang,6701,Mueang Phetchabun,67,Phetchabun,16.42,101.156
Bang Phloeng,1407,Bang Pahan,14,Phra Nakhon Si Ayutthaya,14.5,100.577
,1033,Khlong Toei,10,Bangkok,13.71,100.57
Mae Kham Mi,5408,Nong Muang Khai,54,Phrae,18.271,100.218
Phra Luang,5404,Sung Men,54,Phrae,18.069,100.111
Ban Kluai,1606,Ban Mi,16,Lop Buri,15.016,100.578
Sai Ma,1201,Mueang Nonthaburi,12,Nonthaburi,13.87,100.472
Na Wung,7601,Mueang Phetchaburi,76,Phetchaburi,13.088,99.977
Bang Ya Phraek,1104,Phra Pradaeng,11,Samut Prakarn,13.645,100.546
Wan Dao,7008,Pak Tho,70,Ratchaburi,13.354,99.856
Suan Dokmai,1910,Sao Hai,19,Saraburi,14.54,100.868
